"","SpeciesBinomial","SourceList"
"16718","Oria insularis","29"
"16719","Mormonia vidua","29"
"16720","Archips grisea","29"
"16721","Nymphalis californica","29"
"16722","Grammia phyllira","(29, 10)"
"16723","Luperina passer","29"
"16724","Lacinipolia implicata","29"
"16725","Tabanus sulcifrons","29"
"16726","Chlorion aerarium","29"
"16727","Balsa malana","(29, 5)"
"16728","Grammia quenseli","(29, 10)"
"16729","Plusia contexta","29"
"16730","Oligia fractilinea","(29, 5)"
"16731","Colias alexandra","29"
"16732","Papaipema nebris","29"
"16733","Chionodes pseudofondella","29"
"16734","Pyrausta unifascialis","29"
"16735","Tabanus superjumentarius","29"
"16736","Leucopis atratula","29"
"16737","Oligia mactata","(29, 5)"
"16738","Coleophora spinella","29"
"16739","Papilio palamedes","29"
"16740","Papaipema arctivorens","29"
"16741","Hellinsia elliottii","29"
"16742","Ancylis maritima","29"
"16743","Dasychira basiflava","29"
"16744","Ammophila arvensis","29"
"16745","Donacaula nitidellus","29"
"16746","Euchlaena amoenaria","(29, 10)"
"16747","Ommatostola lintneri","29"
"16748","Datana contracta","29"
"16749","Hybomitra pechumani","29"
"16750","Herpetogramma abdominalis","29"
"16751","Goniacidalia furciferata","29"
"16752","Catocala angusi","29"
"16753","Sciota subfuscella","29"
"16754","Papaipema baptisiae","29"
"16755","Lithophane antennata","29"
"16756","Bucculatrix canadensisella","(29, 5)"
"16757","Hybomitra hinei","29"
"16758","Pococera melanogrammos","29"
"16759","Aphelia alleniana","29"
"16760","Zale undularis","29"
"16761","Schinia obscurata","29"
"16762","Olethreutes coruscana","29"
"16763","Paleacrita vernata","29"
"16764","Chaetaglaea cerata","29"
"16765","Epinotia rectiplicana","(29, 5)"
"16766","Tabanus sparus","29"
"16767","Aethes rutilana","29"
"16768","Olethreutes albiciliana","(29, 5)"
"16769","Sitochroa dasconalis","29"
"16770","Deidamia inscriptum","(29, 10)"
"16771","Hybomitra epistates","29"
"16772","Eutricopis nexilis","(29, 5)"
"16773","Catocala serena","29"
"16774","Apamea plutonia","29"
"16775","Utetheisa ornatrix","29"
"16776","Scopula purata","29"
"16777","Triepeolus lunatus","29"
"16778","Aglossa caprealis","29"
"16779","Metaxaglaea semitaria","29"
"16780","Mitoura gryneus","29"
"16781","Anisota senatoria","(29, 10)"
"16782","Mamestra curialis","29"
"16783","Holomelina immaculata","29"
"16784","Bucculatrix ainsliella","(29, 5)"
"16785","Donacaula melinellus","(29, 10)"
"16786","Apodrepanulatrix liberaria","29"
"16787","Dichomeris marginella","(29, 5)"
"16788","Pyrrhia cilisca","29"
"16789","Catocala retecta","29"
"16790","Pyreferra hesperidago","(29, 5)"
"16791","Pryocycla decoloraria","29"
"16792","Erynnis lucilius","29"
"16793","Agnorisma bugrai","29"
"16794","Apamea scoparia","29"
"16795","Apamea helva","(29, 10)"
"16796","Adela purpurea","(29, 5)"
"16797","Pococera robustella","29"
"16798","Cyclophora packardi","29"
"16799","Euchlaena pectinaria","29"
"16800","Chrysops calidus","29"
"16801","Idia laurentii","29"
"16802","Grapholita interstinctana","29"
"16803","Plemyria georgii","(29, 5)"
"16804","Tabanus stygius","29"
"16805","Acronicta brumosa","29"
"16806","Chrysops striatus","29"
"16807","Catocala dejecta","29"
"16808","Acleris oxycoccana","29"
"16809","Ectemnius ruficornis","29"
"16810","Dypterygia rozmani","29"
"16811","Dryopteris simulata","29"
"16812","Carex tenella","29"
"16813","Juncus lesueurii","29"
"16814","Festuca amethystina","29"
"16815","Poa chapmaniana","29"
"16816","Cardamine bulbosa","29"
"16817","Carex nardina","29"
"16818","Echinochloa esculenta","29"
"16819","Corallorhiza odontorhiza","(29, 5)"
"16820","Agonopterix clemensella","(29, 5, 10)"
"16821","Sebacina sparassoidea","29"
"16822","Perillus bioculatus","29"
"16823","Macrosiagon limbatum","29"
"16824","Psorophora ciliata","29"
"16825","Russula sardonia","29"
"16826","Trypoxylon politum","29"
"16827","Cortinarius croceus","29"
"16828","Persicaria perfoliata","(29, 14)"
"16829","Chrysobothris harrisii","29"
"16830","Salix arctica","29"
"16831","Closterium aciculare","(29, 17, 19)"
"16832","Clematis forsteri","29"
"16833","Lecanora ramulicola","29"
"16834","Rhizocarpon distinctum","29"
"16835","Calicium corynellum","29"
"16836","Lechea mucronata","29"
"16837","Carex lupuliformis","29"
"16838","Silene cserei","29"
"16839","Viburnum pauciflorum","29"
"16840","Carex austrina","29"
"16841","Carex lapponica","29"
"16842","Thermopsis mollis","29"
"16843","Tofieldia glutiriosa","29"
"16844","Sagittaria engelmanniana","29"
"16845","Circaea lutetiana","29"
"16846","Potamogeton haynesii","29"
"16847","Impatiens taprobanica","29"
"16848","Aristida basiramea","(29, 5)"
"16849","Silene antirrhina","(29, 5)"
"16850","Anchusa officinalis","(29, 5)"
"16851","Juncus maritimus","29"
"16852","Eurybia schreberi","(29, 5)"
"16853","Cyperus subsquarrosus","29"
"16854","Rubus jacens","29"
"16855","Ranunculus flammula  reptans","29"
"16856","Clematis crispa","29"
"16857","Eriophorum polystachion","29"
"16858","Berberis ottawensis","29"
"16859","Coptidium lapponicum","(29, 5)"
"16860","Salix phylicifolia","29"
"16861","Valeriana dioica","29"
"16862","Potamogeton pulcher","(29, 5, 17, 19)"
"16863","Helminthora divaricata","(29, 28)"
"16864","Sagittaria variabilis","29"
"16865","Cladophora laetevirens","29"
"16866","Magnolia virginiana","29"
"16867","Panicum oligosanthes","29"
"16868","Veronica anagallisaquatica","(29, 5)"
"16869","Aureolaria virginica","29"
"16870","Paspalum setaceum","29"
"16871","Festuca vivipara","29"
"16872","Empetrum rubrum","29"
"16873","Astragalus elegans","29"
"16874","Najas gracillima","(29, 5, 19)"
"16875","Carex flacca","29"
"16876","Carex seorsa","29"
"16877","Carex muricata","29"
"16878","Oreojuncus monanthos","29"
"16879","Lythrum alatum","(29, 5)"
"16880","Sanguisorba officinalis","(29, 5)"
"16881","Isotria verticillata","(29, 5)"
"16882","Koeleria pyramidata","29"
"16883","Huperzia buttersii","29"
"16884","Xyris torta","29"
"16885","Mastigocoleus testarum","29"
"16886","Phormidium uncinatum","29"
"16887","Eleocharis rostellata","29"
"16888","Solidago calcicola","29"
"16889","Aristida dichotoma","(29, 5)"
"16890","Elymus villosus","29"
"16891","Glyceria acutiflora","(29, 5)"
"16892","Muhlenbergia cuspidata","29"
"16893","Leptolyngbya valderiana","29"
"16894","Polysiphonia nigrescens","29"
"16895","Chara coronata","29"
"16896","Chara canescens","29"
"16897","Acer oblongum","29"
"16898","Carex bicknellii","(29, 5)"
"16899","Circaea intermedia","29"
"16900","Littorella uniflora","29"
"16901","Pityopsis falcata","29"
"16902","Cardamine longii","(29, 5)"
"16903","Symphyotrichum foliaceum","29"
"16904","Myosotis verna","29"
"16905","Symphyotrichum dumosum","(29, 5)"
"16906","Carex digitalis","(29, 5)"
"16907","Rhinanthus glacialis","29"
"16908","Polygonum erectum","(29, 5)"
"16909","Polypogon chilensis","29"
"16910","Echinochloa colona","29"
"16911","Juncus arcticus","29"
"16912","Luzula luzuloides","(29, 5)"
"16913","Myriophyllum verticillatum","(29, 5, 17, 19)"
"16914","Panicum latifolium","29"
"16915","Polygonum glaucum","29"
"16916","Elymus caninus","29"
"16917","Rubus regionalis","29"
"16918","Epilobium ciliatum  glandulosum","29"
"16919","Dicranoweisia crispula","29"
"16920","Lyngbya majuscula","29"
"16921","Calothrix scopulorum","29"
"16922","Xenococcus schousboei","29"
"16923","Chaerophyllum bulbosum","29"
"16924","Asclepias verticillata","29"
"16925","Micromeria benthamii","29"
"16926","Bouteloua curtipendula","(29, 5)"
"16927","Crepidium macrophyllum","29"
"16928","Luzula arcuata","29"
"16929","Dermocarpella prasina","29"
"16930","Agastache scrophulariifolia","29"
"16931","Linum virginianum","29"
"16932","Myrionema balticum","29"
"16933","Carex halophila","29"
"16934","Pilosella verruculata","29"
"16935","Pleurocapsa fuliginosa","29"
"16936","Diplacus aurantiacus","29"
"16937","Sceptridium rugulosum","29"
"16938","Asclepias quadrifolia","29"
"16939","Tilia petiolaris","29"
"16940","Myriophyllum quitense","29"
"16941","Pseudognaphalium micradenium","(29, 5)"
"16942","Calamagrostis stricta","(29, 5)"
"16943","Rivularia nitida","29"
"16944","Ceramium circinatum","29"
"16945","Holosteum umbellatum","29"
"16946","Anagnostidinema amphibium","29"
"16947","Rhynchospora glomerata","29"
"16948","Amblystegium radicale","29"
"16949","Aphanorrhegma serratum","29"
"16950","Brachynemurus nebulosus","29"
"16951","Philonome clemensella","29"
"16952","Eupeodes pomus","29"
"16953","Sirococcus conigenus","29"
"16954","Euphyes conspicua","(29, 5, 10)"
"16955","Eutreta novaeboracensis","29"
"16956","Pachylobius picivorus","29"
"16957","Neandra brunnea","29"
"16958","Sparganothis tristriata","(29, 10)"
"16959","Psyrassa unicolor","29"
"16960","Lordithon kelleyi","29"
"16961","Erythridula praecisa","29"
"16962","Phymaphora pulchella","29"
"16963","Didea fuscipes","(29, 5)"
"16964","Veronica catenata","29"
"16965","Rosa canina","(29, 5)"
"16966","Ampedus apicatus","29"
"16967","Meesia triquetra","29"
"16968","Cosmarium pyramidatum","(29, 17, 19)"
"16969","Sciota virgatella","29"
"16970","Dasineura gleditchiae","29"
"16971","Acholla multispinosa","29"
"16972","Knautia arvensis","(29, 5)"
"16973","Phallus rugulosus","29"
"16974","Athous cucullatus","29"
"16975","Astraeus morganii","29"
"16976","Pogonocherus penicillatus","29"
"16977","Syringa josikaea","29"
"16978","Acroneuria carolinensis","(29, 17, 19)"
"16979","Eutrichota lipsia","29"
"16980","Caloptilia scutellariella","29"
"16981","Nereocystis luetkeana","29"
"16982","Trichouropoda moseri","29"
"16983","Navicula ramosissima","29"
"16984","Lepyronia coleoptrata","29"
"16985","Cortinarius caesioarmeniacus","29"
"16986","Ascogaster provancheri","29"
"16987","Sericomyia slossonae","29"
"16988","Cicadula vittipennis","29"
"16989","Scymnus apicanus","29"
"16990","Tomoxia inclusa","29"
"16991","Populus fremontii","29"
"16992","Ptychoptera quadrifasciata","29"
"16993","Udea inquinatalis","29"
"16994","Cholomyia inaequipes","29"
"16995","Nudobius cephalus","(29, 5)"
"16996","Calliphora vicina","29"
"16997","Nepa apiculata","29"
"16998","Diplolepis rosaefolii","29"
"16999","Tylopilus plumbeoviolaceus","29"
"17000","Mycosphaerella fraxinicola","29"
"17001","Galleria mellonella","29"
"17002","Metallus lanceolatus","29"
"17003","Caloptilia fraxinella","29"
"17004","Sarcodiotheca gaudichaudii","29"
"17005","Lysurus periphragmoides","29"
"17006","Chalcosyrphus piger","29"
"17007","Rhyssomatus lineaticollis","29"
"17008","Profenusa thomsoni","29"
"17009","Melanotus americanus","29"
"17010","Cortinarius cinnamomeus","(29, 5)"
"17011","Rubus junceus","29"
"17012","Antennaria rosea","29"
"17013","Pterodroma arminjoniana","(29, 27)"
"17014","Pseudexentera costomaculana","29"
"17015","Phylloxera caryaefallax","29"
"17016","Diastictis ventralis","29"
"17017","Kosswigianella lutulenta","29"
"17018","Taphrina pruni","29"
"17019","Tiarella stolonifera","29"
"17020","Hemileuca maia","(29, 10)"
"17021","Coelostathma discopunctana","(29, 5)"
"17022","Perillus circumcinctus","29"
"17023","Myosides seriehispidus","29"
"17024","Cystodermella cinnabarina","29"
"17025","Rhaxonycha carolina","29"
"17026","Reticularia lycoperdon","29"
"17027","Cornus mas","29"
"17028","Phellinus robiniae","29"
"17029","Anthomyia pluvialis","(29, 5)"
"17030","Croton lindheimerianus","29"
"17031","Metathelypteris fragilis","29"
"17032","Phedimus stoloniferus","29"
"17033","Tringa erythropus","(29, 27)"
"17034","Helvella lacunosa","29"
"17035","Nemastoma lugubre","29"
"17036","Muscari neglectum","29"
"17037","Aphis spiraecola","29"
"17038","Rhynchagrotis anchocelioides","(29, 5)"
"17039","Dysstroma suspectata","29"
"17040","Phoenicocoris minusculus","29"
"17041","Ceraclea alces","(29, 17, 19)"
"17042","Hydrotaea pilitibia","29"
"17043","Euxoa albipennis","29"
"17044","Fusarium tricinctum","29"
"17045","Inocybe pallida","29"
"17046","Cortinarius argutus","29"
"17047","Rhagoletis pomonella","(29, 5)"
"17048","Thunnus alalunga","(29, 15, 26)"
"17049","Thunnus albacares","(29, 15, 26)"
"17050","Coryphaena hippurus","(29, 1, 15, 26)"
"17051","Xiphias gladius","(29, 1, 26)"
"17052","Pyropyga nigricans","29"
"17053","Geranium incanum","29"
"17054","Anthaxia inornata","29"
"17055","Milesia virginiensis","29"
"17056","Ampedus rubricollis","29"
"17057","Volvariella pusilla","29"
"17058","Proctacanthus rufus","29"
"17059","Corimelaena pulicaria","(29, 5)"
"17060","Parahypenodes quadralis","29"
"17061","Cyclonexis annularis","29"
"17062","Lepisosteus osseus","(29, 26)"
"17063","Leptoglossus oppositus","29"
"17064","Pheidole pilifera","29"
"17065","Anisodactylus sanctaecrucis","(29, 6)"
"17066","Rhamphomyia longicauda","29"
"17067","Coproporus ventriculus","29"
"17068","Bromius obscurus","29"
"17069","Aceria artemisiae","29"
"17070","Capnochroa fuliginosa","(29, 5)"
"17071","Baryceros audax","29"
"17072","Hypsizygus marmoreus","29"
"17073","Chrysops calvus","29"
"17074","Caryomyia conoidea","29"
"17075","Phaeoclavulina myceliosa","29"
"17076","Anorostoma jersei","29"
"17077","Limonia piscataquis","29"
"17078","Stephanostomum baccatum","29"
"17079","Cnemidocarpa mortenseni","29"
"17080","Leegaardiella ovalis","29"
"17081","Halecium halecinum","(29, 5)"
"17082","Aphonus tridentatus","29"
"17083","Cylindromyia decora","29"
"17084","Campanularia volubilis","(29, 5)"
"17085","Phytocoris nigricollis","29"
"17086","Medina barbata","29"
"17087","Lepidapedon elongatum","29"
"17088","Gyrocerviceanseris passamaquoddyensis","29"
"17089","Trinectes maculatus","(1, 15, 26)"
"17090","Histrio histrio","(1, 15, 26)"
"17091","Menidia beryllina","(1, 26)"
"17092","Opsanus tau","(1, 15, 26)"
"17093","Ablennes hians","(1, 26)"
"17094","Strongylura marina","(1, 26)"
"17095","Beryx decadactylus","(1, 15, 26)"
"17096","Beryx splendens","(1, 26)"
"17097","Bothus ocellatus","(1, 15, 26)"
"17098","Taractichthys longipinnis","(1, 15, 26)"
"17099","Alectis ciliaris","(1, 15, 26)"
"17100","Caranx crysos","(1, 15, 26)"
"17101","Caranx hippos","(1, 15, 26)"
"17102","Naucrates ductor","(1, 15, 26)"
"17103","Selar crumenophthalmus","(1, 15, 26)"
"17104","Selene vomer","(1, 15, 26)"
"17105","Carcharhinus obscurus","(1, 26)"
"17106","Carcharhinus plumbeus","(1, 26)"
"17107","Carcharias taurus","(1, 26)"
"17108","Centrolophus niger","(1, 15, 26)"
"17109","Hyperoglyphe perciformis","(1, 15, 26)"
"17110","Ceratias holboelli","(1, 15, 26)"
"17111","Chaunax stigmaeus","(1, 15, 26)"
"17112","Opisthonema oglinum","(1, 26)"
"17113","Gymnocanthus tricuspis","1"
"17114","Etropus microstomus","(1, 15, 26)"
"17115","Bathytoshia centroura","1"
"17116","Chilomycterus schoepfii","(1, 26)"
"17117","Echeneis naucrates","(1, 15, 26)"
"17118","Remora brachyptera","(1, 15, 26)"
"17119","Remora remora","(1, 15, 26)"
"17120","Elops saurus","(1, 15, 26)"
"17121","Anchoa hepsetus","(1, 15, 26)"
"17122","Anchoa mitchilli","(1, 15, 26)"
"17123","Cheilopogon melanurus","(1, 15, 26)"
"17124","Galeocerdo cuvier","(1, 26)"
"17125","Ruvettus pretiosus","(1, 15, 26)"
"17126","Grammicolepis brachiusculus","(1, 15, 26)"
"17127","Hyporhamphus meeki","(1, 15, 26)"
"17128","Makaira nigricans","(1, 15, 26)"
"17129","Lampris guttatus","(1, 15, 26)"
"17130","Lopholatilus chamaeleonticeps","(1, 15, 26)"
"17131","Liparis atlanticus","(1, 15, 26)"
"17132","Megalops atlanticus","(1, 15, 26)"
"17133","Masturus lanceolatus","1"
"17134","Aluterus schoepfii","(1, 15)"
"17135","Aluterus scriptus","(1, 15, 26)"
"17136","Stephanolepis hispida","1"
"17137","Physiculus fulvus","(1, 15, 26)"
"17138","Mugil cephalus","(1, 15, 26)"
"17139","Lampanyctus crocodilus","(1, 15, 26)"
"17140","Ophichthus cruentifer","(1, 15, 26)"
"17141","Lepophidium profundorum","(1, 15, 26)"
"17142","Osmerus dentex","1"
"17143","Liopsetta putnami","(1, 26)"
"17144","Polyprion americanus","(1, 15, 26)"
"17145","Pristigenys alta","(1, 15, 26)"
"17146","Rostroraja eglanteria","1"
"17147","Rhincodon typus","1"
"17148","Rhinoptera bonasus","(1, 26)"
"17149","Leiostomus xanthurus","(1, 15, 26)"
"17150","Pogonias cromis","(1, 15, 26)"
"17151","Auxis rochei","(1, 26)"
"17152","Euthynnus alletteratus","(1, 15, 26)"
"17153","Katsuwonus pelamis","(1, 15, 26)"
"17154","Scomber colias","(1, 15, 26)"
"17155","Scomberomorus cavalla","(1, 15, 26)"
"17156","Scomberomorus maculatus","(1, 15, 26)"
"17157","Scomberomorus regalis","1"
"17158","Scyliorhinus retifer","(1, 26)"
"17159","Anthias nicholsi","(1, 15, 26)"
"17160","Serrivomer beanii","(1, 26)"
"17161","Somniosus microcephalus","(1, 26)"
"17162","Archosargus probatocephalus","(1, 26)"
"17163","Sphyraena borealis","(1, 15, 26)"
